Movie,ReleaseYear,Director,Duration,Budget,Gross,UserReviews,CriticReviews,IMDBVotes,IMDBScore,InflationTo2016,BudgetInf,GrossInf
The Hills Have Eyes II,2007,Martin Weisz,89,15000000,20801344,211,161,49721,5.1,1.16,17400000,24129559.04
The Hunting Party,2007,Richard Shepard,101,25000000,876671,90,94,22010,6.9,1.16,29000000,1016938.36
The Invasion,2007,Oliver Hirschbiegel,99,80000000,15071514,273,232,65037,5.9,1.16,92800000,17482956.24
The Kingdom,2007,Peter Berg,110,70000000,47456450,289,234,101386,7.1,1.16,81200000,55049482
The Kite Runner,2007,Marc Forster,128,20000000,15797907,230,201,68119,7.6,1.16,23200000,18325572.12
The Last Sin Eater,2007,Michael Landon Jr.,117,2200000,379643,29,18,1573,5.9,1.16,2552000,440385.88
The Legend of God's Gun,2007,Mike Bruce,78,30000,243768,9,3,143,4.1,1.16,34800,282770.88
The Life Before Her Eyes,2007,Vadim Perelman,90,8000000,303439,78,78,12125,6.4,1.16,9280000,351989.24
The Living Wake,2007,Sol Tryon,91,500000,12055,10,28,739,6.5,1.16,580000,13983.8
The Mist,2007,Frank Darabont,126,18000000,25592632,1066,330,220475,7.2,1.16,20880000,29687453.12
The Number 23,2007,Joel Schumacher,98,32000000,35063732,383,224,164608,6.4,1.16,37120000,40673929.12
The Reaping,2007,Stephen Hopkins,99,40000000,25117498,178,190,37412,5.7,1.16,46400000,29136297.68
The Savages,2007,Tamara Jenkins,114,8000000,6610326,127,201,32188,7.2,1.16,9280000,7667978.16
The Simpsons Movie,2007,David Silverman,87,75000000,183132370,763,299,259083,7.4,1.16,87000000,212433549.2
The Ten,2007,David Wain,96,5250000,766487,117,65,15315,5,1.16,6090000,889124.92
There Will Be Blood,2007,Paul Thomas Anderson,158,25000000,40218903,1107,398,372990,8.1,1.16,29000000,46653927.48
Things We Lost in the Fire,2007,Susanne Bier,118,16000000,2849142,88,146,24104,7.2,1.16,18560000,3305004.72
This Christmas,2007,Preston A. Whitmore II,117,13000000,49121934,32,37,6528,6.1,1.16,15080000,56981443.44
Transformers,2007,Michael Bay,144,150000000,318759914,1782,396,513158,7.1,1.16,174000000,369761500.2
U2 3D,2007,Catherine Owens,85,15000000,10353690,31,68,2673,8.4,1.16,17400000,12010280.4
Waitress,2007,Adrienne Shelly,108,2000000,19067631,204,173,37714,7.1,1.16,2320000,22118451.96
Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,120,35000000,18317151,200,171,55630,6.7,1.16,40600000,21247895.16
War,2007,Philip G. Atwell,103,25000000,22466994,166,119,72673,6.3,1.16,29000000,26061713.04
We Own the Night,2007,James Gray,117,21000000,28563179,199,222,72693,6.9,1.16,24360000,33133287.64
Who's Your Caddy?,2007,Don Michael Paul,93,7000000,5694308,46,25,13815,2,1.16,8120000,6605397.28
Why Did I Get Married?,2007,Tyler Perry,113,15000000,55184721,100,41,9811,5.6,1.16,17400000,64014276.36
Wild Hogs,2007,Walt Becker,100,60000000,168213584,255,177,99989,5.9,1.16,69600000,195127757.4
You Kill Me,2007,John Dahl,93,4000000,2426851,76,121,16224,6.5,1.16,4640000,2815147.16
Zodiac,2007,David Fincher,162,65000000,33048353,589,377,301279,7.7,1.16,75400000,38336089.48
21,2008,Robert Luketic,123,35000000,81159365,278,144,191470,6.8,1.11,38850000,90086895.15
27 Dresses,2008,Anne Fletcher,111,30000000,76806312,154,175,124501,6.1,1.11,33300000,85255006.32
An American Carol,2008,David Zucker,83,12000000,7001720,205,45,8560,4.3,1.11,13320000,7771909.2
Appaloosa,2008,Ed Harris,115,20000000,20207003,202,190,50198,6.8,1.11,22200000,22429773.33
Baby Mama,2008,Michael McCullers,99,30000000,60269340,97,145,34079,6,1.11,33300000,66898967.4
Bangkok Dangerous,2008,Danny Pang,99,40000000,15279680,154,125,48245,5.4,1.11,44400000,16960444.8
Bedtime Stories,2008,Adam Shankman,99,80000000,109993847,116,144,72326,6.1,1.11,88800000,122093170.2
Beverly Hills Chihuahua,2008,Raja Gosnell,91,20000000,94497271,99,100,17829,3.7,1.11,22200000,104891970.8
Body of Lies,2008,Ridley Scott,128,70000000,39380442,263,238,174248,7.1,1.11,77700000,43712290.62
Bolt,2008,Byron Howard,96,150000000,114053579,178,225,146766,6.9,1.11,166500000,126599472.7
Bottle Shock,2008,Randall Miller,110,5000000,4040588,89,109,12233,6.8,1.11,5550000,4485052.68
Burn After Reading,2008,Ethan Coen,96,37000000,60338891,545,341,248468,7,1.11,41070000,66976169.01
Cadillac Records,2008,Darnell Martin,109,12000000,8134217,90,81,15412,7,1.11,13320000,9028980.87
Call + Response,2008,Justin Dillon,86,200000,215185,2,7,48,7.5,1.11,222000,238855.35
Changeling,2008,Clint Eastwood,141,55000000,35707327,387,264,199056,7.8,1.11,61050000,39635132.97
Choke,2008,Clark Gregg,92,3000000,2926565,72,159,28573,6.5,1.11,3330000,3248487.15
City of Ember,2008,Gil Kenan,90,55000000,7871693,102,118,52908,6.5,1.11,61050000,8737579.23
Cloverfield,2008,Matt Reeves,85,25000000,80034302,2192,459,296787,7,1.11,27750000,88838075.22
College,2008,Deb Hagan,94,6500000,4693919,78,42,11011,4.6,1.11,7215000,5210250.09
Death Race,2008,Paul W.S. Anderson,111,45000000,36064910,211,230,166610,6.4,1.11,49950000,40032050.1
Delgo,2008,Marc F. Adler,94,40000000,511920,26,41,2458,4.4,1.11,44400000,568231.2
Disaster Movie,2008,Jason Friedberg,88,25000000,14174654,359,111,74945,1.9,1.11,27750000,15733865.94
Doubt,2008,John Patrick Shanley,104,20000000,33422556,321,293,99236,7.5,1.11,22200000,37099037.16
Drillbit Taylor,2008,Steven Brill,102,40000000,32853640,101,146,50199,5.7,1.11,44400000,36467540.4
Eagle Eye,2008,D.J. Caruso,118,80000000,101111837,318,215,150764,6.6,1.11,88800000,112234139.1
Fireproof,2008,Alex Kendrick,122,500000,33451479,215,50,17068,6.5,1.11,555000,37131141.69
Flash of Genius,2008,Marc Abraham,119,20000000,4234040,45,99,14301,7,1.11,22200000,4699784.4
"Food, Inc.",2008,Robert Kenner,94,1000000,4417124,183,120,42389,7.9,1.11,1110000,4903007.64
Fool's Gold,2008,Andy Tennant,112,70000000,70224196,138,176,59352,5.6,1.11,77700000,77948857.56
Forgetting Sarah Marshall,2008,Nicholas Stoller,118,30000000,62877175,325,253,217507,7.2,1.11,33300000,69793664.25
Frost/Nixon,2008,Ron Howard,122,35000000,18593156,241,302,88682,7.7,1.11,38850000,20638403.16
Frozen River,2008,Courtney Hunt,97,1000000,2508841,93,181,21746,7.2,1.11,1110000,2784813.51
Fuel,2008,Joshua Tickell,112,2500000,173783,34,14,578,7.6,1.11,2775000,192899.13
Get Smart,2008,Peter Segal,110,80000000,130313314,380,265,168172,6.5,1.11,88800000,144647778.5
Ghost Town,2008,David Koepp,102,20000000,13214030,147,210,60516,6.7,1.11,22200000,14667573.3
Gran Torino,2008,Clint Eastwood,116,33000000,148085755,871,366,561773,8.2,1.11,36630000,164375188.1
Hamlet 2,2008,Andrew Fleming,92,9000000,4881867,76,129,15200,6.4,1.11,9990000,5418872.37
Hancock,2008,Peter Berg,102,150000000,227946274,590,318,343648,6.4,1.11,166500000,253020364.1
Harold & Kumar Escape from Guantanamo Bay,2008,Jon Hurwitz,102,12000000,38087366,165,153,113918,6.6,1.11,13320000,42276976.26
Hellboy II: The Golden Army,2008,Guillermo del Toro,120,85000000,75754670,342,345,208422,7,1.11,94350000,84087683.7
High School Musical 3: Senior Year,2008,Kenny Ortega,112,11000000,90556401,171,128,43795,4.5,1.11,12210000,100517605.1
Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,122,185000000,317011114,2054,470,333847,6.2,1.11,205350000,351882336.5
Iron Man,2008,Jon Favreau,126,140000000,318298180,1055,486,696338,7.9,1.11,155400000,353310979.8
Journey to the Center of the Earth,2008,Eric Brevig,93,45000000,101702060,212,201,85323,5.8,1.11,49950000,112889286.6
Jumper,2008,Doug Liman,88,85000000,80170146,488,238,243053,6.1,1.11,94350000,88988862.06
Kit Kittredge: An American Girl,2008,Patricia Rozema,101,10000000,17655201,24,73,4719,6.7,1.11,11100000,19597273.11
Kung Fu Panda,2008,Mark Osborne,92,130000000,215395021,360,266,307029,7.6,1.11,144300000,239088473.3
Lakeview Terrace,2008,Neil LaBute,110,22000000,39263506,135,165,40469,6.1,1.11,24420000,43582491.66
Leatherheads,2008,George Clooney,114,58000000,31199215,120,186,27664,6,1.11,64380000,34631128.65
"Lovely, Still",2008,Nicholas Fackler,90,5000000,124720,15,27,1560,7.3,1.11,5550000,138439.2
Mad Money,2008,Callie Khouri,104,22000000,20668843,54,98,16831,5.8,1.11,24420000,22942415.73
Madagascar: Escape 2 Africa,2008,Eric Darnell,89,150000000,179982968,119,167,146019,6.7,1.11,166500000,199781094.5
Made of Honor,2008,Paul Weiland,101,40000000,46012734,101,128,54421,5.8,1.11,44400000,51074134.74
Mamma Mia!,2008,Phyllida Lloyd,108,52000000,143704210,611,238,145974,6.3,1.11,57720000,159511673.1
Marley & Me,2008,David Frankel,115,60000000,143151473,320,180,116681,7.1,1.11,66600000,158898135
Meet Dave,2008,Brian Robbins,90,60000000,11802056,109,127,31640,4.9,1.11,66600000,13100282.16
Meet the Spartans,2008,Jason Friedberg,86,30000000,38232624,409,111,88518,2.7,1.11,33300000,42438212.64
Milk,2008,Gus Van Sant,128,20000000,31838002,281,324,136673,7.6,1.11,22200000,35340182.22
Miracle at St. Anna,2008,Spike Lee,160,45000000,7916887,182,158,15697,6,1.11,49950000,8787744.57
Mirrors,2008,Alexandre Aja,112,35000000,30691439,232,208,86205,6.2,1.11,38850000,34067497.29
My Best Friend's Girl,2008,Howard Deutch,112,40000000,19151864,100,80,36983,5.9,1.11,44400000,21258569.04
Never Back Down,2008,Jeff Wadlow,110,20000000,24848292,184,140,80556,6.6,1.11,22200000,27581604.12
Nick and Norah's Infinite Playlist,2008,Peter Sollett,90,9000000,31487293,129,166,74887,6.7,1.11,9990000,34950895.23
Nim's Island,2008,Jennifer Flackett,96,37000000,48006503,110,139,28109,6,1.11,41070000,53287218.33
Over Her Dead Body,2008,Jeff Lowell,95,10000000,7563670,53,100,21268,5.2,1.11,11100000,8395673.7
Pathology,2008,Marc Schölermann,95,8000000,108662,107,79,26849,6,1.11,8880000,120614.82
Pineapple Express,2008,David Gordon Green,117,27000000,87341380,374,232,255257,7,1.11,29970000,96948931.8
Pride and Glory,2008,Gavin O'Connor,130,30000000,15709385,132,154,53053,6.7,1.11,33300000,17437417.35
Prom Night,2008,Nelson McCormick,89,20000000,43818159,260,146,27664,3.9,1.11,22200000,48638156.49
Punisher: War Zone,2008,Lexi Alexander,103,35000000,7948159,280,151,48999,6,1.11,38850000,8822456.49
Quarantine,2008,John Erick Dowdle,89,12000000,31691811,369,198,57446,6,1.11,13320000,35177910.21
Rachel Getting Married,2008,Jonathan Demme,113,12000000,12796277,281,232,41226,6.7,1.11,13320000,14203867.47
Redbelt,2008,David Mamet,99,7000000,2344847,119,158,18561,6.8,1.11,7770000,2602780.17
Religulous,2008,Larry Charles,101,2500000,12995673,345,197,52286,7.7,1.11,2775000,14425197.03
Repo! The Genetic Opera,2008,Darren Lynn Bousman,150,8500000,140244,259,147,20419,6.7,1.11,9435000,155670.84
Revolutionary Road,2008,Sam Mendes,119,35000000,22877808,414,323,152591,7.3,1.11,38850000,25394366.88
Righteous Kill,2008,Jon Avnet,101,60000000,40076438,248,198,73368,6,1.11,66600000,44484846.18
Saw V,2008,David Hackl,95,10800000,56729973,262,160,88529,5.8,1.11,11988000,62970270.03
Semi-Pro,2008,Kent Alterman,99,55000000,33472850,119,164,67005,5.8,1.11,61050000,37154863.5
Seven Pounds,2008,Gabriele Muccino,123,55000000,69951824,599,202,232710,7.7,1.11,61050000,77646524.64
Sex Drive,2008,Sean Anders,129,19000000,8396942,103,102,72715,6.5,1.11,21090000,9320605.62
Shine a Light,2008,Martin Scorsese,122,1000000,5355376,67,129,9638,7.2,1.11,1110000,5944467.36
Shutter,2008,Masayuki Ochiai,90,8000000,25926543,148,135,26609,5.2,1.11,8880000,28778462.73
Sleep Dealer,2008,Alex Rivera,90,2500000,75727,40,47,5699,5.9,1.11,2775000,84056.97
Soul Men,2008,Malcolm D. Lee,100,40000000,12081447,25,88,7794,6.5,1.11,44400000,13410406.17
Space Chimps,2008,Kirk De Micco,81,37000000,30105968,45,85,8860,4.5,1.11,41070000,33417624.48
Speed Racer,2008,Lana Wachowski,135,120000000,43929341,414,284,57873,6.1,1.11,133200000,48761568.51
Step Brothers,2008,Adam McKay,106,65000000,100468793,277,173,212499,6.9,1.11,72150000,111520360.2
Step Up 2: The Streets,2008,Jon M. Chu,98,23000000,58006147,108,97,67653,6.2,1.11,25530000,64386823.17
Stop-Loss,2008,Kimberly Peirce,112,25000000,10911750,99,143,17757,6.5,1.11,27750000,12112042.5
Strange Wilderness,2008,Fred Wolf,87,20000000,6563357,120,58,18571,5.3,1.11,22200000,7285326.27
Street Kings,2008,David Ayer,109,20000000,26415649,189,190,94892,6.8,1.11,22200000,29321370.39
Sunshine Cleaning,2008,Christine Jeffs,91,8000000,12055108,134,195,61151,6.9,1.11,8880000,13381169.88
Superhero Movie,2008,Craig Mazin,82,35000000,25871834,173,121,52052,4.5,1.11,38850000,28717735.74
"Surfer, Dude",2008,S.R. Bindler,85,6000000,36497,37,26,7367,4.7,1.11,6660000,40511.67
Swing Vote,2008,Joshua Michael Stern,120,21000000,16284360,79,131,15079,6.1,1.11,23310000,18075639.6
"Synecdoche, New York",2008,Charlie Kaufman,124,21000000,3081925,274,245,55842,7.5,1.11,23310000,3420936.75
The Brothers Bloom,2008,Rian Johnson,114,20000000,3519627,105,182,41737,6.9,1.11,22200000,3906785.97
The Chronicles of Narnia: Prince Caspian,2008,Andrew Adamson,150,225000000,141614023,438,258,149922,6.6,1.11,249750000,157191565.5
The Curious Case of Benjamin Button,2008,David Fincher,166,150000000,127490802,822,362,459346,7.8,1.11,166500000,141514790.2
The Dark Knight,2008,Christopher Nolan,152,185000000,533316061,4667,645,1676169,9,1.11,205350000,591980827.7
The Day the Earth Stood Still,2008,Scott Derrickson,104,80000000,79363785,698,276,139426,5.5,1.11,88800000,88093801.35
The Express,2008,Gary Fleder,130,40000000,9589875,45,86,16673,7.3,1.11,44400000,10644761.25
The Eye,2008,David Moreau,92,12000000,31397498,156,172,44130,5.4,1.11,13320000,34851222.78
The Forbidden Kingdom,2008,Rob Minkoff,104,55000000,25040293,279,206,88049,6.6,1.11,61050000,27794725.23
The Happening,2008,M. Night Shyamalan,91,48000000,64505912,1264,323,163130,5,1.11,53280000,71601562.32
The Haunting of Molly Hartley,2008,Mickey Liddell,82,5000000,13350177,113,74,7904,3.8,1.11,5550000,14818696.47
The House Bunny,2008,Fred Wolf,97,25000000,48237389,126,129,63969,5.5,1.11,27750000,53543501.79
The Hurt Locker,2008,Kathryn Bigelow,131,15000000,15700000,876,388,332065,7.6,1.11,16650000,17427000
The Incredible Hulk,2008,Louis Leterrier,135,150000000,134518390,643,354,326286,6.8,1.11,166500000,149315412.9
The Longshots,2008,Fred Durst,94,23000000,11508423,19,47,3174,5.1,1.11,25530000,12774349.53
The Love Guru,2008,Marco Schnabel,87,62000000,32178777,250,150,43300,3.8,1.11,68820000,35718442.47
The Lucky Ones,2008,Neil Burger,115,15000000,183088,36,57,11704,7,1.11,16650000,203227.68
The Midnight Meat Train,2008,Ryûhei Kitamura,103,15000000,73548,209,177,47574,6.1,1.11,16650000,81638.28
The Mummy: Tomb of the Dragon Emperor,2008,Rob Cohen,112,145000000,102176165,501,264,117927,5.2,1.11,160950000,113415543.2
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Mike Nawrocki,85,15000000,12701880,22,37,2037,5.7,1.11,16650000,14099086.8
The Reader,2008,Stephen Daldry,124,32000000,34180954,370,299,189812,7.6,1.11,35520000,37940858.94
The Rocker,2008,Peter Cattaneo,102,15000000,6409206,104,132,32311,6.2,1.11,16650000,7114218.66
The Ruins,2008,Carter Smith,93,8000000,17427926,351,233,60062,5.9,1.11,8880000,19344997.86
The Secret Life of Bees,2008,Gina Prince-Bythewood,110,11000000,37766350,56,109,19440,7.3,1.11,12210000,41920648.5
The Sisterhood of the Traveling Pants 2,2008,Sanaa Hamri,119,27000000,44087387,33,73,22304,6.2,1.11,29970000,48936999.57
The Spiderwick Chronicles,2008,Mark Waters,107,90000000,71148699,125,198,68935,6.6,1.11,99900000,78975055.89
The Spirit,2008,Frank Miller,103,60000000,19781879,290,223,53864,4.8,1.11,66600000,21957885.69
The Wackness,2008,Jonathan Levine,99,6000000,2077046,75,147,27266,7,1.11,6660000,2305521.06
The Women,2008,Diane English,114,16500000,26896744,125,124,16582,4.9,1.11,18315000,29855385.84
The Wrestler,2008,Darren Aronofsky,109,6000000,26236603,547,391,251349,7.9,1.11,6660000,29122629.33
The X Files: I Want to Believe,2008,Chris Carter,108,30000000,20981633,492,270,78256,5.9,1.11,33300000,23289612.63
The Yellow Handkerchief,2008,Udayan Prasad,102,15500000,317040,36,60,6723,6.8,1.11,17205000,351914.4
Tropic Thunder,2008,Ben Stiller,121,92000000,110416702,577,308,307539,7,1.11,102120000,122562539.2
Trucker,2008,James Mottern,90,2000000,52166,22,46,2792,6.7,1.11,2220000,57904.26
Twilight,2008,Catherine Hardwicke,122,37000000,191449475,1535,350,348010,5.2,1.11,41070000,212508917.3
Two Lovers,2008,James Gray,110,12000000,3148482,98,190,29613,7.1,1.11,13320000,3494815.02
Untraceable,2008,Gregory Hoblit,101,35000000,28687835,245,195,40964,6.2,1.11,38850000,31843496.85
Valkyrie,2008,Bryan Singer,121,75000000,83077470,440,269,183247,7.1,1.11,83250000,92215991.7
Vantage Point,2008,Pete Travis,90,40000000,72266306,422,235,127528,6.6,1.11,44400000,80215599.66
W.,2008,Oliver Stone,129,25100000,25517500,320,242,40941,6.4,1.11,27861000,28324425
WALL·E,2008,Andrew Stanton,98,180000000,223806889,1043,421,718837,8.4,1.11,199800000,248425646.8
Wanted,2008,Timur Bekmambetov,110,75000000,134568845,713,316,299852,6.7,1.11,83250000,149371418
"War, Inc.",2008,Joshua Seftel,107,10000000,578527,112,79,20008,5.7,1.11,11100000,642164.97
"Welcome Home, Roscoe Jenkins",2008,Malcolm D. Lee,114,35000000,42168445,39,76,10791,5.3,1.11,38850000,46806973.95
Wendy and Lucy,2008,Kelly Reichardt,80,200000,856942,112,189,12241,7.1,1.11,222000,951205.62
What Happens in Vegas,2008,Tom Vaughan,101,35000000,80276912,151,148,140740,6.1,1.11,38850000,89107372.32
What Just Happened,2008,Barry Levinson,104,25000000,1089365,111,137,23767,5.7,1.11,27750000,1209195.15
Witless Protection,2008,Charles Robert Carner,97,7500000,4131640,20,35,5463,3.1,1.11,8325000,4586120.4
Yes Man,2008,Peyton Reed,104,70000000,97680195,243,190,271691,6.8,1.11,77700000,108425016.5
You Don't Mess with the Zohan,2008,Dennis Dugan,113,90000000,100018837,380,198,156348,5.5,1.11,99900000,111020909.1
Zack and Miri Make a Porno,2008,Kevin Smith,101,24000000,31452765,243,247,149835,6.6,1.11,26640000,34912569.15
9,2009,Shane Acker,79,30000000,31743332,245,263,111117,7.1,1.12,33600000,35552531.84
2012,2009,Roland Emmerich,158,200000000,166112167,1055,367,283418,5.8,1.12,224000000,186045627
12 Rounds,2009,Renny Harlin,108,22000000,12232937,113,113,22823,5.6,1.12,24640000,13700889.44
17 Again,2009,Burr Steers,102,20000000,64149837,185,191,146899,6.4,1.12,22400000,71847817.44
500 Days of Summer,2009,Marc Webb,95,7500000,32391374,494,331,376600,7.7,1.12,8400000,36278338.88
A Christmas Carol,2009,Robert Zemeckis,96,200000000,137850096,249,240,72809,6.8,1.12,224000000,154392107.5
A Perfect Getaway,2009,David Twohy,108,14000000,15483540,215,160,56338,6.5,1.12,15680000,17341564.8
A Serious Man,2009,Ethan Coen,106,7000000,9190525,324,341,102125,7,1.12,7840000,10293388
A Single Man,2009,Tom Ford,99,7000000,9166863,247,281,83182,7.6,1.12,7840000,10266886.56
Adam,2009,Max Mayer,99,3200000,2277396,70,122,29239,7.2,1.12,3584000,2550683.52
Adventureland,2009,Greg Mottola,107,9800000,16025394,220,248,131180,6.8,1.12,10976000,17948441.28
After.Life,2009,Agnieszka Wojtowicz-Vosloo,104,4500000,108229,137,138,30836,5.9,1.12,5040000,121216.48
Aliens in the Attic,2009,John Schultz,86,45000000,25200412,55,82,16580,5.4,1.12,50400000,28224461.44
All About Steve,2009,Phil Traill,99,15000000,33860010,143,128,33088,4.8,1.12,16800000,37923211.2
Alvin and the Chipmunks: The Squeakquel,2009,Betty Thomas,88,75000000,219613391,98,107,31649,4.5,1.12,84000000,245966997.9
Angels & Demons,2009,Ron Howard,146,150000000,133375846,435,298,207839,6.7,1.12,168000000,149380947.5
Armored,2009,Nimród Antal,88,27000000,15988876,110,107,26236,5.7,1.12,30240000,17907541.12
Avatar,2009,James Cameron,178,237000000,760505847,3054,723,886204,7.9,1.12,265440000,851766548.6
